Train_No,Train_Name,distance,Source_Station_Name,day_of_departure,Destination_Station_Name,day_of_arrival,departure_time,arrival_time
53556,DMKA JSME PA,2871,JASIDIH JN.,Tuesday,DUMKA,Tuesday,21:32:11,23:05:48
53611,BRWD-DOS PAS,1218,BARWADIH JN,Tuesday,DEHRI-ON-SON,Wednesday,7:15:36,1:26:46
53612,DOS-BRWD,125,DEHRI-ON-SON,Monday,BARWADIH JN,Wednesday,4:33:26,2:43:56
53615,JMP-GAYA PAS,2040,JAMALPUR JN.,Friday,GAYA JN.,Sunday,19:09:12,9:32:10
53616,GAYA-JAMALPU,2668,GAYA JN.,Wednesday,JAMALPUR JN.,Friday,17:47:10,11:43:04
53623,JAJ - GAYA P,2062,JHAJHA,Wednesday,GAYA JN.,Wednesday,2:59:04,3:01:09
53624,GAYA-JAJ  PA,628,GAYA JN.,Friday,JHAJHA,Wednesday,2:28:17,22:52:41
53625,KIUL-GAYA,589,KIUL JN.,Friday,GAYA JN.,Thursday,22:58:02,5:21:17
53626,GAYA - KIUL,977,GAYA JN.,Tuesday,KIUL JN.,Sunday,15:10:47,16:28:44
53627,GAYA - KIUL,1619,KIUL JN.,Tuesday,GAYA JN.,Friday,4:35:57,6:04:21
53628,GAYA-KIUL  P,52,GAYA JN.,Saturday,KIUL JN.,Tuesday,16:47:36,10:38:56
53629,KIUL-GAYA PA,1558,KIUL JN.,Wednesday,GAYA JN.,Saturday,20:38:10,17:50:31
53630,GAYA -KIUL,1158,GAYA JN.,Monday,KIUL JN.,Sunday,6:35:29,21:19:37
53631,KIUL-GAYA,1836,KIUL JN.,Sunday,GAYA JN.,Tuesday,23:20:02,1:54:58
53632,GAYA-KIUL PA,1859,GAYA JN.,Wednesday,KIUL JN.,Sunday,1:26:53,15:24:29
53641,DLN -MGS-PAS,2509,DILDARNAGAR JN,Saturday,MUGHAL SARAI JN.,Thursday,19:09:28,17:32:30
53642,MGS-DLN  PAS,2475,MUGHAL SARAI JN.,Friday,DILDARNAGAR JN,Wednesday,14:38:45,10:43:00
53643,DLN-TRG PASS,996,DILDARNAGAR JN,Saturday,TARIGHAT,Sunday,16:03:25,12:03:44
53644,TRG-DLN PASS,2915,TARIGHAT,Thursday,DILDARNAGAR JN,Saturday,20:34:17,3:10:02
53645,DLN-TRG PASS,2504,DILDARNAGAR JN,Tuesday,TARIGHAT,Monday,2:36:21,22:41:13
53646,TRG-DLN PASS,2241,TARIGHAT,Monday,DILDARNAGAR JN,Saturday,14:14:00,14:59:59
53647,DLN-TRG PASS,1026,DILDARNAGAR JN,Friday,TARIGHAT,Monday,9:20:19,8:42:26
53648,TRG-DLN PASS,146,TARIGHAT,Monday,DILDARNAGAR JN,Thursday,5:03:48,14:42:31
54001,TILAK BRIDGE,2643,TILAK BRIDGE,Sunday,ROHTAK JN.,Thursday,16:22:23,20:11:25
54002,ROHTAK TILAK,2252,ROHTAK JN.,Sunday,TILAK BRIDGE,Wednesday,9:10:54,3:58:26
54005,DELHI BHIWAN,2940,DELHI JN.,Thursday,BHIWANI JN.,Monday,1:10:05,17:01:19
54006,JIND ROK PAS,818,JIND JN,Saturday,ROHTAK JN.,Monday,20:55:45,10:43:22
54007,JIND PNP ROK,1027,ROHTAK JN.,Tuesday,JIND JN,Saturday,1:40:57,3:14:10
54008,JIND ROK PAS,871,JIND JN,Friday,ROHTAK JN.,Sunday,20:05:00,21:54:20
54009,JIND PNP ROK,1879,ROHTAK JN.,Friday,JIND JN,Tuesday,23:16:35,13:48:22
54010,NRW-JIND PAS,2467,NARWANA JN.,Sunday,JIND JN,Tuesday,8:13:45,4:34:03
54011,TKJ SDLP PAS,1369,TILAK BRIDGE,Saturday,SADULPUR JN,Tuesday,8:51:36,7:48:03
54012,SDLP TKJ PAS,2091,SADULPUR JN,Saturday,TILAK BRIDGE,Wednesday,10:07:04,5:36:32
54013,ROK BNW PASS,490,ROHTAK JN.,Friday,BHIWANI JN.,Wednesday,3:47:25,21:46:30
54014,BNW ROK PASS,441,BHIWANI JN.,Friday,ROHTAK JN.,Tuesday,10:40:40,17:54:08
54015,ROK-BNW PASS,818,ROHTAK JN.,Saturday,BHIWANI JN.,Sunday,9:00:52,20:30:21
54016,BNW ROK PASS,1080,BHIWANI JN.,Saturday,ROHTAK JN.,Friday,10:17:18,2:11:29
54018,BNW-ROK PASS,2441,BHIWANI JN.,Tuesday,ROHTAK JN.,Wednesday,1:28:02,0:13:00
54019,RE-ROK PASS,1705,REWARI JN.,Wednesday,ROHTAK JN.,Saturday,17:53:07,15:50:46
54023,ROHTAK JIND,662,ROHTAK JN.,Sunday,JIND JN,Thursday,1:39:46,17:02:51
54024,JIND DELHI P,2217,JIND JN,Tuesday,DELHI JN.,Tuesday,16:50:05,12:50:41
54025,ROK-PNP PASS,191,ROHTAK JN.,Saturday,PANIPAT JN.,Wednesday,5:01:46,14:57:07
54026,PNP-ROK PASS,516,PANIPAT JN.,Thursday,ROHTAK JN.,Wednesday,4:57:05,6:27:43
54031,DELHI JIND P,192,DELHI JN.,Friday,JIND JN,Monday,8:29:45,22:01:59
54032,NRW- DELHI P,1648,JIND JN,Monday,DELHI JN.,Thursday,21:39:46,1:35:21
54033,DELHI JIND P,1098,DELHI JN.,Sunday,NARWANA JN.,Monday,12:09:03,13:30:40
54034,JIND DELHI P,357,JIND JN,Thursday,DELHI JN.,Thursday,9:34:48,20:15:41
54035,DELHI JIND J,357,DELHI JN.,Saturday,JAKHAL JN.,Tuesday,2:52:07,13:23:03
54036,JAKHAL JIND,467,JAKHAL JN.,Tuesday,DELHI JN.,Friday,17:28:36,19:08:57
54037,KKDE-JIND PA,67,KURUKSHETRA JN.,Sunday,JIND JN,Saturday,2:24:20,15:07:53
54038,JIND-KKDE PA,1550,JIND JN,Thursday,KURUKSHETRA JN.,Monday,15:05:33,15:04:54
54039,KKDE-JIND PA,2488,KURUKSHETRA JN.,Saturday,JIND JN,Tuesday,2:45:11,15:33:48
54040,JIND-KKDE PA,1317,JIND JN,Thursday,KURUKSHETRA JN.,Thursday,8:52:25,14:09:31
54041,KKDE-JIND PA,1564,KURUKSHETRA JN.,Friday,JIND JN,Sunday,17:01:49,9:39:28
54042,JIND-KKDE PA,1486,JIND JN,Tuesday,KURUKSHETRA JN.,Sunday,8:40:58,16:04:25
54043,JIND -HSR PA,76,JIND JN,Thursday,HISAR JN,Saturday,19:47:35,11:42:27
54044,HSR-JIND PAS,2169,HISAR JN,Tuesday,JIND JN,Thursday,23:00:29,8:40:33
54045,JHI - FZR PA,1300,JIND JN,Sunday,FIROZPUR CANTT JN.,Monday,23:36:32,8:37:41
54046,FZR - JHI PA,1737,FIROZPUR CANTT JN.,Monday,JIND JN,Friday,9:57:48,15:41:56
54047,KKDE-JIND PA,1202,KURUKSHETRA JN.,Tuesday,JIND JN,Friday,12:44:22,19:20:26
54048,JIND,92,JIND JN,Saturday,KURUKSHETRA JN.,Tuesday,16:30:49,14:30:21
54049,ROK PNP JIND,2810,ROHTAK JN.,Sunday,JIND JN,Monday,23:49:28,17:47:32
54050,JIND PAINPAT,1997,JIND JN,Friday,ROHTAK JN.,Thursday,11:19:04,12:31:36
54051,LDH-FZR PASS,464,LUDHIANA JN.,Wednesday,FIROZPUR CANTT JN.,Wednesday,23:56:59,9:40:33
54052,FZR-LDH PASS,2702,FIROZPUR CANTT JN.,Wednesday,LUDHIANA JN.,Monday,19:12:09,17:05:57
54053,JHL LDH PASS,2632,JAKHAL JN.,Tuesday,LUDHIANA JN.,Sunday,5:11:12,11:01:15
54054,LUDHINA JHL,2516,LUDHIANA JN.,Friday,JAKHAL JN.,Wednesday,14:46:42,12:16:01
54055,MORADABAD DE,2664,MORADABAD JN.,Saturday,DELHI JN.,Saturday,18:47:14,18:36:03
54056,MORADABAD DE,849,DELHI JN.,Monday,MORADABAD JN.,Thursday,15:39:30,2:49:38
54057,DELHI SMQL P,1060,DELHI JN.,Saturday,SHAMLI,Saturday,11:10:28,9:01:30
54058,SMQL DLI PAS,91,SHAMLI,Wednesday,DELHI JN.,Wednesday,18:07:07,9:53:06
54059,DLI SMQL PAS,1141,DELHI JN.,Thursday,SHAMLI,Thursday,23:38:32,14:16:29
54060,SMQL DLI PAS,1178,SHAMLI,Tuesday,DELHI JN.,Tuesday,15:09:48,9:11:56
54075,SHAJANPUR DE,1953,SITAPUR CITY JN.,Thursday,DELHI JN.,Wednesday,0:30:10,6:30:48
54076,DELHI SHAJAN,155,DELHI JN.,Tuesday,SITAPUR CITY JN.,Saturday,23:33:07,5:46:43
54077,BE-MB,289,BAREILLY JN.,Friday,MORADABAD JN.,Tuesday,8:57:26,19:51:31
54078,MB-BE PASSEN,1277,MORADABAD JN.,Monday,BAREILLY JN.,Friday,18:29:47,8:06:56
54085,DLI-RE PASSA,1784,DELHI JN.,Tuesday,REWARI JN.,Thursday,21:14:41,20:22:46
54086,RE-DLI PASSE,2631,REWARI JN.,Saturday,DELHI JN.,Wednesday,3:53:36,5:54:24
54091,NBD-KTW,2474,NAJIBABAD JN.,Tuesday,KOTDWARA,Sunday,5:01:53,16:13:26
54092,KTW-NBD PASS,2711,KOTDWARA,Friday,NAJIBABAD JN.,Sunday,12:57:55,1:31:37
54101,UCR-CNB-PASS,448,PRAYAG JN.,Sunday,KANPUR CENTRAL JN.,Friday,11:19:08,5:13:17
54102,ALD-UCR-CNB-,276,KANPUR CENTRAL JN.,Thursday,PRAYAG JN.,Monday,7:15:15,3:24:06
54103,CAR-ALD PASS,609,CHUNAR JN.,Monday,ALLAHABAD JN.,Thursday,18:31:43,12:35:02
54104,ALD-CAR PASS,2770,ALLAHABAD JN.,Sunday,CHUNAR JN.,Friday,10:37:51,0:52:40
54107,JNU-ALD-PASS,1547,ALLAHABAD JN.,Tuesday,JAUNPUR JN.,Monday,5:22:03,8:57:11
54108,ALD-JNU-PASS,924,JAUNPUR JN.,Wednesday,ALLAHABAD JN.,Saturday,12:17:37,17:36:01
54109,MGS - FD PAS,1092,MUGHAL SARAI JN.,Tuesday,FAIZABAD JN.,Wednesday,12:30:44,12:49:08
54110,MGS - FD PAS,426,FAIZABAD JN.,Tuesday,MUGHAL SARAI JN.,Tuesday,17:00:41,0:30:35
54152,CNB-FTP-PASS,2374,KANPUR CENTRAL JN.,Monday,FATEHPUR,Saturday,15:20:08,8:29:01
54153,RBL-UCR-CNB,297,RAE BARELI JN.,Sunday,KANPUR CENTRAL JN.,Thursday,17:46:09,15:34:09
54154,CNB-UCR-RBL,1639,KANPUR CENTRAL JN.,Thursday,RAE BARELI JN.,Wednesday,2:28:39,13:51:25
54155,CNB FBD PASS,898,KANPUR CENTRAL JN.,Saturday,FARRUKHABAD JN,Monday,14:38:33,8:42:13
54156,FBD-CNB PASS,1938,FARRUKHABAD JN,Friday,KANPUR CENTRAL JN.,Saturday,22:04:10,21:23:54
54158,FKD-CNB PASS,827,FARRUKHABAD JN,Tuesday,KANPUR ANWARGANJ,Thursday,18:35:05,17:06:36
54159,JHS-ALD PASS,2716,JHANSI JN,Monday,ALLAHABAD JN.,Thursday,21:15:06,17:48:11
54161,KURJ-CNB-PAS,853,KHAJAURAHO,Tuesday,KANPUR CENTRAL JN.,Tuesday,15:42:13,4:19:18
54162,CNB-KURJ-PAS,1323,KANPUR CENTRAL JN.,Sunday,KHAJAURAHO,Tuesday,0:02:31,14:17:05
54201,LKO-RBD PASS,2129,LUCKNOW JN.,Monday,RAHIMABAD,Saturday,9:44:54,14:52:02
54211,RBL-CNB PASS,1373,RAE BARELI JN.,Tuesday,KANPUR CENTRAL JN.,Tuesday,12:46:57,17:36:13
54212,KANPUR RAI B,522,KANPUR CENTRAL JN.,Saturday,RAE BARELI JN.,Saturday,4:30:42,14:02:00
54221,RBL-DMW-LLJ-,1962,RAE BARELI JN.,Monday,RAGHURAJ SINGH,Monday,0:49:35,21:48:49
54222,LLJ-DMW-RBL,2411,RAGHURAJ SINGH,Thursday,RAE BARELI JN.,Sunday,1:36:31,22:34:06
54223,RBL-DMW-LLJ-,1823,RAE BARELI JN.,Thursday,RAGHURAJ SINGH,Wednesday,4:43:33,2:51:35
54224,RBL-DMW-LLJ-,1594,RAGHURAJ SINGH,Friday,RAE BARELI JN.,Saturday,18:00:45,10:52:49
54225,UCR-RBL PASS,1412,UNCHAHAR JN.,Wednesday,RAE BARELI JN.,Tuesday,11:12:46,8:53:15
54226,RBL-UCR PASS,1597,RAE BARELI JN.,Monday,UNCHAHAR JN.,Sunday,16:27:22,4:33:58
54227,UCR-RBL PASS,1257,UNCHAHAR JN.,Friday,RAE BARELI JN.,Tuesday,6:24:20,11:59:45
54228,RBL-UCR PASS,715,RAE BARELI JN.,Tuesday,UNCHAHAR JN.,Tuesday,20:29:23,11:27:49
54231,FD-LKO PASSE,2738,FAIZABAD JN.,Saturday,LUCKNOW JN.,Tuesday,18:53:32,23:08:24
54232,LKO-FD PASSE,1639,LUCKNOW JN.,Tuesday,FAIZABAD JN.,Tuesday,0:01:54,14:45:50
54233,FD - LKO PAS,1084,FAIZABAD JN.,Sunday,LUCKNOW JN.,Sunday,6:06:10,9:19:20
54234,LKO-FD PASS,1384,LUCKNOW JN.,Tuesday,FAIZABAD JN.,Sunday,17:32:54,4:18:06
54237,MUR-FD PASS,2922,MANKAPUR JN.,Saturday,FAIZABAD JN.,Monday,14:24:03,16:46:07
54238,FD-MUR PASS,482,FAIZABAD JN.,Saturday,MANKAPUR JN.,Thursday,1:41:44,14:38:08
54239,MUR-AY PASS,180,MANKAPUR JN.,Sunday,AYODHYA,Monday,7:47:22,18:37:06
54240,AY-MUR PASS,72,AYODHYA,Sunday,MANKAPUR JN.,Wednesday,0:00:50,7:56:25
54243,MUR-AY PASS,2267,MANKAPUR JN.,Saturday,AYODHYA,Tuesday,4:32:23,21:09:29
54244,AY-MUR PASS,507,AYODHYA,Friday,MANKAPUR JN.,Monday,5:58:29,4:28:05
54251,LKO-SRE PASS,661,LUCKNOW JN.,Thursday,SAHARANPUR JN.,Wednesday,4:18:58,2:41:42
54252,SRE - LKO PA,760,SAHARANPUR JN.,Saturday,LUCKNOW JN.,Saturday,2:43:18,18:09:48
54253,PYG-LKO PASS,2315,PRAYAG JN.,Wednesday,LUCKNOW JN.,Monday,21:45:58,22:56:55
54254,LKO-PYG PASS,1096,LUCKNOW JN.,Saturday,PRAYAG JN.,Wednesday,11:54:49,17:05:28
54255,BSB-LKO PASS,2166,VARANASI JN.,Monday,LUCKNOW JN.,Thursday,11:42:52,16:59:26
54256,LKO-BSB PASS,1938,LUCKNOW JN.,Wednesday,VARANASI JN.,Sunday,22:15:48,19:10:36
54261,MGS-BSB-JNU,655,MUGHAL SARAI JN.,Thursday,JAUNPUR JN.,Thursday,18:03:49,4:10:33
54262,JNU - BSB PA,900,JAUNPUR JN.,Saturday,VARANASI JN.,Tuesday,11:06:57,5:15:38
54263,BSB-SLN PASS,1862,VARANASI JN.,Friday,SULTANPUR JN.,Sunday,19:40:05,8:34:30
54264,SLN-BSB PASS,194,SULTANPUR JN.,Saturday,VARANASI JN.,Sunday,17:35:18,19:54:58
54265,BSB-SLN PASS,475,VARANASI JN.,Saturday,SULTANPUR JN.,Saturday,6:35:11,19:48:44
54266,SLN-BSB PASS,890,SULTANPUR JN.,Monday,VARANASI JN.,Friday,10:34:37,22:30:46
54267,MGS-BSB PASS,1888,MUGHAL SARAI JN.,Saturday,VARANASI JN.,Tuesday,2:21:43,8:02:25
54268,BSB-MGS PASS,2842,VARANASI JN.,Wednesday,MUGHAL SARAI JN.,Wednesday,13:56:38,1:38:42
54270,BSB-MGSPASSE,1042,VARANASI JN.,Thursday,MUGHAL SARAI JN.,Sunday,11:53:03,5:30:16
54271,ARA-SSM-MGS,15,ARA,Thursday,MUGHAL SARAI JN.,Sunday,22:21:46,8:42:08
54272,MGS-ARA  PAS,1624,MUGHAL SARAI JN.,Wednesday,ARA,Wednesday,21:48:42,18:34:30
54273,ARA-SSM PASS,261,ARA,Thursday,SASARAM,Tuesday,19:58:34,14:47:27
54274,SSM-ARA PASS,1791,SASARAM,Thursday,ARA,Friday,21:47:33,4:30:45
54281,SLN-LKO PASS,2326,SULTANPUR JN.,Sunday,LUCKNOW JN.,Saturday,6:54:43,1:34:56
54282,LKO-SLN PASS,2606,LUCKNOW JN.,Friday,SULTANPUR JN.,Wednesday,14:25:31,20:07:15
54283,SLN-LKO PASS,2003,SULTANPUR JN.,Tuesday,LUCKNOW JN.,Thursday,9:54:01,1:29:00
54284,LKO-SLN,1196,LUCKNOW JN.,Wednesday,SULTANPUR JN.,Thursday,17:06:03,3:48:52
54291,BSB-PBH PASS,2989,VARANASI JN.,Thursday,PARTAPGARH JN.,Saturday,14:11:04,16:41:47
54292,PBH-BSB PASS,2878,PARTAPGARH JN.,Wednesday,VARANASI JN.,Sunday,0:57:07,0:50:02
54293,PBH-LKO PASS,226,PARTAPGARH JN.,Friday,LUCKNOW JN.,Friday,9:28:49,5:32:26
54294,LKO-PBH PASS,2426,LUCKNOW JN.,Wednesday,PARTAPGARH JN.,Saturday,8:52:22,23:03:11
54303,DLI-KLK PASS,192,DELHI JN.,Wednesday,KALKA,Thursday,17:06:16,1:28:44
54304,KLK DLI PASS,2224,KALKA,Wednesday,DELHI JN.,Wednesday,0:06:45,11:10:00
54307,MB-DLI PASSE,1731,MORADABAD JN.,Thursday,DELHI JN.,Sunday,4:08:53,15:39:41
54308,DELHI MORADA,1395,DELHI JN.,Thursday,MORADABAD JN.,Thursday,5:49:58,10:27:55
54309,DLI-RE PASSE,291,DELHI JN.,Monday,REWARI JN.,Saturday,6:42:00,23:52:57
54310,RE-DLI PASSE,796,REWARI JN.,Sunday,DELHI JN.,Saturday,17:06:44,19:43:01
54311,BAREILLY MOR,1125,BAREILLY JN.,Friday,MORADABAD JN.,Wednesday,15:55:42,2:22:01
54312,MORADABAD CH,2722,MORADABAD JN.,Tuesday,BAREILLY JN.,Monday,13:29:19,3:08:17
54313,CHANDAUSI MO,1961,CHANDAUSI JN.,Wednesday,MORADABAD JN.,Sunday,2:02:59,16:58:53
54314,MORADABAD CH,590,MORADABAD JN.,Sunday,CHANDAUSI JN.,Saturday,15:53:06,10:34:56
54321,PASSENGER,2189,BALAMAU JN.,Friday,SITAPUR CANTT,Monday,16:55:02,2:44:59
54322,PASSENGER,1131,SITAPUR CANTT,Wednesday,BALAMAU JN.,Sunday,4:41:49,16:54:13
54323,PASSENGER,1780,BURHWAL JN.,Thursday,SITAPUR CANTT,Monday,8:36:59,16:54:24
54324,PASSENGER,1407,SITAPUR CANTT,Sunday,BURHWAL JN.,Tuesday,0:18:22,19:17:21
54325,CNB SPC BLM,2233,SITAPUR CITY JN.,Monday,KANPUR CENTRAL JN.,Wednesday,0:54:12,19:22:03
54326,SPC BLM CNB,1708,KANPUR CENTRAL JN.,Sunday,SITAPUR CITY JN.,Wednesday,18:08:50,11:53:30
54327,SPC SPN PASS,2989,SITAPUR CITY JN.,Friday,SHAHJAHANPUR JN,Sunday,3:45:01,22:07:07
54328,SPN SCC PASS,1093,SHAHJAHANPUR JN,Thursday,SITAPUR CITY JN.,Tuesday,0:46:36,10:27:13
54329,BALAMAU SHAH,715,BALAMAU JN.,Saturday,SHAHJAHANPUR JN,Wednesday,1:18:12,6:38:07
54330,SPN-BLM PASS,2776,SHAHJAHANPUR JN,Saturday,BALAMAU JN.,Thursday,8:45:38,9:13:20
54331,LUCKNOW BALA,1720,LUCKNOW JN.,Thursday,BALAMAU JN.,Saturday,2:06:30,15:24:45
54332,PASSENGER,1159,BALAMAU JN.,Monday,LUCKNOW JN.,Sunday,16:27:46,7:09:59
54333,BSB-LKO PASS,1497,VARANASI JN.,Saturday,LUCKNOW JN.,Wednesday,18:55:15,23:51:17
54334,LKO-BSB PASS,1194,LUCKNOW JN.,Friday,VARANASI JN.,Saturday,0:16:32,20:31:51
54335,BALAMAU-KANP,590,BALAMAU JN.,Thursday,KANPUR CENTRAL JN.,Friday,12:27:08,22:12:41
54336,CNB - BLM PA,1384,KANPUR CENTRAL JN.,Sunday,BALAMAU JN.,Tuesday,8:08:07,9:40:58
54341,SRE - DDN PA,677,SAHARANPUR JN.,Monday,DEHRA DUN,Thursday,11:07:16,2:31:39
54342,DDN - SRE PA,2229,DEHRA DUN,Monday,SAHARANPUR JN.,Monday,19:19:12,22:58:33
54351,ALIGARH BARE,1047,ALIGARH JN.,Wednesday,BAREILLY JN.,Friday,8:44:06,17:35:39
54352,BE - ALJN PA,362,BAREILLY JN.,Friday,ALIGARH JN.,Tuesday,15:56:47,13:19:47
54353,ALJN-BE PASS,2272,ALIGARH JN.,Sunday,BAREILLY JN.,Monday,6:51:19,2:53:14
54354,BARELLY ALIG,2825,BAREILLY JN.,Wednesday,ALIGARH JN.,Monday,14:02:03,16:05:45
54355,ROZA BARELLY,169,ROZA JN,Monday,BAREILLY JN.,Thursday,14:36:58,16:08:59
54356,BE - RAC PAS,1600,BAREILLY JN.,Thursday,ROZA JN,Sunday,6:37:51,20:38:00
54371,PRG-BE PASS.,2665,PRAYAG JN.,Monday,FAIZABAD JN.,Wednesday,1:32:57,16:35:58
54372,FD-PRG PASSE,1122,FAIZABAD JN.,Monday,PRAYAG JN.,Wednesday,6:50:24,1:20:36
54373,PRG-FD PASSE,1547,PRAYAG JN.,Monday,FAIZABAD JN.,Thursday,17:29:15,7:09:38
54374,FD-PRG PASSE,1543,FAIZABAD JN.,Thursday,PRAYAG JN.,Thursday,7:30:58,20:30:03
54375,PRG- JNU PAS,2550,PRAYAG JN.,Thursday,JAUNPUR JN.,Friday,16:12:20,5:21:19
54376,JNU-PRG PASS,170,JAUNPUR JN.,Monday,PRAYAG JN.,Thursday,4:13:19,10:19:19
54377,PRAYAG- BARE,237,PRAYAG JN.,Saturday,BAREILLY JN.,Monday,5:48:54,4:45:04
54378,BE-PRG PASSE,2466,BAREILLY JN.,Tuesday,PRAYAG JN.,Friday,4:22:35,21:52:58
54381,GAJRAULA NAJ,2434,GAJRAULA JN.,Saturday,NAJIBABAD JN.,Saturday,8:09:57,20:36:23
54382,NBD-GJL PASS,1174,NAJIBABAD JN.,Saturday,GAJRAULA JN.,Monday,14:24:26,17:44:11
54383,GJL-NBD PASS,1049,GAJRAULA JN.,Friday,NAJIBABAD JN.,Wednesday,18:03:37,16:32:53
54384,NAJIBABAD GA,1313,NAJIBABAD JN.,Thursday,GAJRAULA JN.,Thursday,22:33:56,20:40:14
54385,NBD KTW PASS,427,NAJIBABAD JN.,Sunday,KOTDWARA,Saturday,4:47:46,23:58:03
54386,KTW NBD PASS,1554,KOTDWARA,Thursday,NAJIBABAD JN.,Tuesday,2:36:41,5:45:10
54387,NBD KTW PASS,739,NAJIBABAD JN.,Wednesday,KOTDWARA,Tuesday,22:39:05,19:02:26
54388,KOTDEWAR NBD,2255,KOTDWARA,Sunday,NAJIBABAD JN.,Friday,8:00:06,14:40:37
54389,NBD KTW PASS,2797,NAJIBABAD JN.,Monday,KOTDWARA,Sunday,15:57:56,20:49:32
54390,KOTDEWAR NBD,1813,KOTDWARA,Wednesday,NAJIBABAD JN.,Friday,23:01:57,13:56:32
54391,ALJN-MB PASS,1493,ALIGARH JN.,Friday,MORADABAD JN.,Friday,4:26:27,7:13:46
54392,MB-ALJN PASS,78,MORADABAD JN.,Saturday,ALIGARH JN.,Sunday,8:29:35,22:22:36
54393,MB-GJL PASSE,2451,MORADABAD JN.,Sunday,GAJRAULA JN.,Tuesday,14:30:29,19:28:55
54394,GJL-MB PASSE,465,GAJRAULA JN.,Monday,MORADABAD JN.,Saturday,19:03:24,9:11:19
54395,MB-NBD PASSE,2068,MORADABAD JN.,Sunday,NAJIBABAD JN.,Saturday,13:47:34,4:18:01
54396,NBD-MB PASSE,2324,NAJIBABAD JN.,Saturday,MORADABAD JN.,Friday,6:31:31,10:40:39
54397,SHTS-MB PASS,2573,SAMBAHAL HATIM SARAI,Sunday,MORADABAD JN.,Tuesday,11:57:04,22:39:46
54398,MB-SHTS PASS,2015,MORADABAD JN.,Monday,SAMBAHAL HATIM SARAI,Friday,22:09:12,10:53:50
54401,KHURJA MEERU,639,KHURJA JN,Saturday,MEERUT CITY JN.,Thursday,11:54:34,5:57:42
54402,MTC-KRJ PASS,797,MEERUT CITY JN.,Friday,KHURJA JN,Saturday,12:02:19,7:19:13
54403,KHURJA MEERU,1323,KHURJA JN,Monday,MEERUT CITY JN.,Friday,7:37:52,11:31:20
54404,MEERUT CITY,2523,MEERUT CITY JN.,Saturday,KHURJA JN,Wednesday,1:43:23,20:33:35
54405,KHURJA MEERU,1784,KHURJA JN,Friday,MEERUT CITY JN.,Monday,0:12:40,1:43:33
54406,MTC -KRJ PAS,1816,MEERUT CITY JN.,Wednesday,KHURJA JN,Sunday,7:52:14,0:35:56
54411,RE-MTC PASSE,1193,REWARI JN.,Tuesday,MEERUT CANT,Sunday,0:53:43,14:16:02
54412,MTC-RE PASSE,2084,MEERUT CANT,Saturday,REWARI JN.,Sunday,14:40:25,3:11:07
54413,DLI-RE PASSE,1740,DELHI JN.,Saturday,REWARI JN.,Monday,16:32:48,5:49:02
54414,RE-DLI PASSE,1677,REWARI JN.,Thursday,DELHI JN.,Saturday,11:26:09,8:55:16
54416,RE-DLI PASSE,801,REWARI JN.,Sunday,DELHI JN.,Monday,8:26:01,22:19:39
54417,DLI-RE PASSE,425,DELHI JN.,Monday,REWARI JN.,Thursday,6:46:39,3:19:18
54420,RE-DLI PASSE,2814,REWARI JN.,Friday,DELHI JN.,Saturday,20:43:44,19:32:30
54421,DLI-RE PASSE,1710,DELHI JN.,Friday,REWARI JN.,Sunday,17:51:54,7:19:32
54423,DLI-BNW  PAS,1500,DELHI JN.,Thursday,BHIWANI JN.,Saturday,9:51:55,22:29:58
54424,BIWANI ROHTA,1807,BHIWANI JN.,Saturday,DELHI JN.,Tuesday,3:53:29,2:21:11
54461,BKI-BARELLY,1441,BANDIKUI JN.,Monday,BAREILLY JN.,Friday,12:20:16,10:50:25
54462,BE/BKI PASS,377,BAREILLY JN.,Monday,BANDIKUI JN.,Saturday,10:13:22,11:23:46
54463,CH-RKSH PASS,1936,CHANDAUSI JN.,Monday,RISHIKESH,Friday,2:32:26,1:46:34
54464,RKSH-CH PASS,1364,RISHIKESH,Monday,CHANDAUSI JN.,Thursday,3:53:04,16:27:54
54465,FBD-TDL PASS,2737,FARRUKHABAD JN,Friday,TUNDLA JN,Saturday,12:57:31,23:24:42
54466,TDL-FKD PASS,305,TUNDLA JN,Tuesday,FARRUKHABAD JN,Monday,1:34:18,21:06:25
54467,TDL-ETH PASS,11,TUNDLA JN,Sunday,ETAH,Sunday,17:06:22,12:35:51
54468,ETH-TDL,1201,ETAH,Wednesday,TUNDLA JN,Wednesday,15:39:02,4:08:17
54469,TDL-ETH PASS,723,TUNDLA JN,Friday,ETAH,Tuesday,10:58:18,9:10:27
54470,ETH-TDL PASS,1135,ETAH,Thursday,TUNDLA JN,Thursday,3:33:09,21:58:02
54471,DLI - RKSH P,95,DELHI JN.,Friday,RISHIKESH,Thursday,12:43:06,12:01:36
54472,RKSH-DLI PAS,2814,RISHIKESH,Monday,DELHI JN.,Wednesday,21:51:11,22:14:00
54473,DLI SRE PASS,357,DELHI JN.,Saturday,SAHARANPUR JN.,Monday,1:43:55,1:59:38
54474,SAHARANPUR N,1809,SAHARANPUR JN.,Tuesday,DELHI JN.,Sunday,16:47:30,4:25:11
54475,DLI - HW PAS,2499,DELHI JN.,Wednesday,HARIDWAR JN,Tuesday,10:52:18,8:52:52
54476,DLI - HW PAS,1771,HARIDWAR JN,Friday,DELHI JN.,Wednesday,23:04:07,20:42:03
54481,HW - RKSH PA,636,HARIDWAR JN,Tuesday,RISHIKESH,Monday,3:25:31,1:30:12
